Dep_Airport_ID,ARP_Latitude,ARP_Longitude,Schedule,"Runway ID",Length,Width,"Surface Type Condition","Edge Light Intensity","WBC Single","WBC Dual","WBC Two Dual","WBC Tandem Two Dual","Base Marking Condition"
BDR,041-09-48.5300N,073-07-34.2300W,ALL/ALL/0600-2400,11/29,4759,150,ASPH-F,HIGH,30,108,,,F
GON,041-19-48.2000N,072-02-42.5000W,"ALL/ALL/0600- 2100",15/33,4000,96,ASPH-G,HIGH,90,113,,,G
GON,041-19-48.2000N,072-02-42.5000W,"ALL/ALL/0600- 2100",05/23,5000,150,ASPH-G,HIGH,90,113,200,,G
HEF,038-43-15.6800N,077-30-54.3600W,ALL/ALL/0630-2230,16R/34L,3715,75,ASPH-E,MED,12,,,,G
HEF,038-43-15.6800N,077-30-54.3600W,ALL/ALL/0630-2230,16L/34R,6200,100,ASPH-G,HIGH,50,140,,,G
IAD,038-56-50.8000N,077-27-35.8000W,ALL/ALL/ALL,01L/19R,9400,150,CONC-E,HIGH,200,250,450,875,G
IAD,038-56-50.8000N,077-27-35.8000W,ALL/ALL/ALL,12/30,10501,150,CONC-G,HIGH,200,250,450,875,G
IAD,038-56-50.8000N,077-27-35.8000W,ALL/ALL/ALL,01C/19C,11500,150,CONC-E,HIGH,200,250,450,875,G
IAD,038-56-50.8000N,077-27-35.8000W,ALL/ALL/ALL,01R/19L,11500,150,CONC-G,HIGH,200,250,450,875,G
X21,028-37-21.1900N,080-50-07.4700W,ALL/ALL/0800-2000,15/33,2961,70,ASPH-G,MED,12,,,,G
X21,028-37-21.1900N,080-50-07.4700W,ALL/ALL/0800-2000,04/22,1805,100,TURF-G,,,,,,G
BOW,027-56-36.1000N,081-47-00.3000W,ALL/ALL/0600-1800,05/23,5000,100,ASPH-P,MED,35,60,110,,G
BOW,027-56-36.1000N,081-47-00.3000W,ALL/ALL/0600-1800,09R/27L,4400,150,ASPH-CONC-P,,,,,,G
BOW,027-56-36.1000N,081-47-00.3000W,ALL/ALL/0600-1800,09L/27R,5000,150,ASPH-G,MED,,,,,G
CEW,030-46-43.7900N,086-31-19.6100W,ALL/ALL/0600-2000,17/35,8006,150,ASPH-F,HIGH,60,120,170,,G
BCT,026-22-42.5500N,080-06-27.7100W,ALL/ALL/ALL,05/23,6276,150,ASPH-G,MED,66,95,,,F
BKV,028-28-25.0000N,082-27-19.5000W,ALL/ALL/0600-2200,03/21,5014,150,CONC-G,MED,50,75,135,,G
BKV,028-28-25.0000N,082-27-19.5000W,ALL/ALL/0600-2200,09/27,7001,150,CONC-G,MED,90,130,230,,G
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/SAT-SUN/0700-2100,18R/36L,8002,200,ASPH-CONC-P,,,,,,F
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/MON-FRI/0700-2300,18R/36L,8002,200,ASPH-CONC-P,,,,,,F
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/SAT-SUN/0700-2100,18L/36R,12503,200,ASPH-CONC-G,HIGH,,,,,G
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/MON-FRI/0700-2300,18L/36R,12503,200,ASPH-CONC-G,HIGH,,,,,G
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/SAT-SUN/0700-2100,H2,70,70,CONC-G,,,,,,G
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/MON-FRI/0700-2300,H2,70,70,CONC-G,,,,,,G
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/SAT-SUN/0700-2100,H1,70,70,CONC-G,,,,,,G
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/MON-FRI/0700-2300,H1,70,70,CONC-G,,,,,,G
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/SAT-SUN/0700-2100,09L/27R,4439,200,ASPH-CONC-G,,,,,,G
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/MON-FRI/0700-2300,09L/27R,4439,200,ASPH-CONC-G,,,,,,G
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/SAT-SUN/0700-2100,09R/27L,8003,200,ASPH-CONC-G,HIGH,,,,,F
VQQ,030-13-07.6000N,081-52-37.8000W,ALL/MON-FRI/0700-2300,09R/27L,8003,200,ASPH-CONC-G,HIGH,,,,,F
CLW,027-58-37.9700N,082-45-32.6000W,ALL/ALL/0700-2300,16/34,4108,75,ASPH-F,MED,,,,,F
ORL,028-32-43.6600N,081-19-58.5500W,ALL/ALL/ALL,07/25,6004,150,ASPH-F,HIGH,45,100,115,,G
ORL,028-32-43.6600N,081-19-58.5500W,ALL/ALL/ALL,13/31,4625,100,ASPH-F,HIGH,35,60,,,F
FXE,026-11-50.2100N,080-10-14.5400W,ALL/ALL/ALL,09/27,6002,100,ASPH-G,HIGH,56,81,,,G
FXE,026-11-50.2100N,080-10-14.5400W,ALL/ALL/ALL,13/31,4000,100,ASPH-G,MED,30,60,,,G
FLL,026-04-18.0000N,080-08-58.9000W,ALL/ALL/ALL,10R/28L,8000,150,CONC-E,HIGH,120,247,461,987,G
FLL,026-04-18.0000N,080-08-58.9000W,ALL/ALL/ALL,10L/28R,9000,150,ASPH-CONC-E,HIGH,100,200,468,800,G
CRG,030-20-10.8000N,081-30-52.0000W,ALL/SAT-SUN/0700-2200,05/23,4004,100,ASPH-F,MED,30,,,,F
CRG,030-20-10.8000N,081-30-52.0000W,ALL/MON-FRI/0600-2300,05/23,4004,100,ASPH-F,MED,30,,,,F
CRG,030-20-10.8000N,081-30-52.0000W,ALL/SAT-SUN/0700-2200,14/32,4008,100,ASPH-E,HIGH,30,,,,F
CRG,030-20-10.8000N,081-30-52.0000W,ALL/MON-FRI/0600-2300,14/32,4008,100,ASPH-E,HIGH,30,,,,F
JAX,030-29-38.5600N,081-41-16.2500W,ALL/ALL/ALL,08/26,10000,150,CONC-G,HIGH,120,250,485,1005,F
JAX,030-29-38.5600N,081-41-16.2500W,ALL/ALL/ALL,14/32,7701,150,CONC-G,HIGH,120,250,480,1000,G
EYW,024-33-22.0300N,081-45-35.8400W,ALL/ALL/0700-2300,09/27,5076,100,ASPH-E,MED,75,125,195,,F
ISM,028-17-23.3000N,081-26-13.4900W,ALL/ALL/0700-2200,06/24,5001,100,ASPH-G,MED,89,140,,,F
ISM,028-17-23.3000N,081-26-13.4900W,ALL/ALL/0700-2200,15/33,6001,100,ASPH-G,MED,114,189,300,,G
LCQ,030-10-55.4000N,082-34-36.7000W,ALL/ALL/0800-1800,05/23,4000,75,ASPH-E,MED,,,,,G
LCQ,030-10-55.4000N,082-34-36.7000W,ALL/ALL/0800-1800,10/28,8003,150,ASPH-E,MED,75,105,250,,G
LAL,027-59-15.5000N,082-01-08.4000W,ALL/ALL/ALL,10/28,8500,150,ASPH-E,HIGH,50,250,550,1120,G
LAL,027-59-15.5000N,082-01-08.4000W,ALL/ALL/ALL,08/26,2208,60,TURF-F,,,,,,G
LAL,027-59-15.5000N,082-01-08.4000W,ALL/ALL/ALL,05/23,5000,150,ASPH-F,HIGH,94,150,,,G
MKY,025-59-42.1000N,081-40-21.1000W,ALL/ALL/0700-1900,17/35,5000,100,ASPH-G,MED,75,108,,,F
MLB,028-06-09.9000N,080-38-42.9000W,ALL/ALL/ALL,09R/27L,10181,150,ASPH-E,HIGH,100,165,300,,G
MLB,028-06-09.9000N,080-38-42.9000W,ALL/ALL/ALL,05/23,3001,75,ASPH-E,MED,26,,,,G
MLB,028-06-09.9000N,080-38-42.9000W,ALL/ALL/ALL,09L/27R,6000,150,ASPH-E,MED,60,60,,,G
MIA,025-47-43.3000N,080-17-24.4200W,ALL/ALL/ALL,12/30,9360,150,ASPH-G,HIGH,130,210,420,850,G
MIA,025-47-43.3000N,080-17-24.4200W,ALL/ALL/ALL,08R/26L,10506,200,ASPH-G,HIGH,130,210,420,850,G
MIA,025-47-43.3000N,080-17-24.4200W,ALL/ALL/ALL,08L/26R,8600,150,ASPH-G,HIGH,130,210,420,850,G
MIA,025-47-43.3000N,080-17-24.4200W,ALL/ALL/ALL,09/27,13016,150,ASPH-G,HIGH,130,210,420,850,G
APF,026-09-08.7900N,081-46-32.3000W,ALL/ALL/0600-2200,05/23,6600,150,ASPH-F,MED,,75,,,G
APF,026-09-08.7900N,081-46-32.3000W,ALL/ALL/0600-2200,14/32,5001,100,ASPH-G,MED,,75,,,F
APF,026-09-08.7900N,081-46-32.3000W,ALL/ALL/0600-2200,NE/SW,1850,100,TURF-G,,,,,,G
EVB,029-03-20.5000N,080-56-56.1000W,ALL/ALL/0700-2200,11/29,4319,75,ASPH-G,MED,55,,,,F
EVB,029-03-20.5000N,080-56-56.1000W,ALL/ALL/0700-2200,07/25,5000,75,ASPH-G,MED,55,,,,F
EVB,029-03-20.5000N,080-56-56.1000W,ALL/ALL/0700-2200,02/20,4000,100,ASPH-P,,55,,,,G
ECP,030-21-29.6700N,085-47-44.1700W,ALL/ALL/ALL,16/34,10000,150,CONC-E,HIGH,100,155,400,750,G
OCF,029-10-18.7600N,082-13-26.8100W,ALL/ALL/0600-2100,08/26,3009,50,ASPH-G,,30,,,,F
OCF,029-10-18.7600N,082-13-26.8100W,ALL/ALL/0600-2100,18/36,7467,150,ASPH-G,HIGH,111,181,328,,F
MCO,028-25-45.8000N,081-18-32.4000W,ALL/ALL/ALL,18R/36L,12004,200,ASPH-CONC-G,HIGH,100,200,400,,G
MCO,028-25-45.8000N,081-18-32.4000W,ALL/ALL/ALL,18L/36R,12005,200,ASPH-CONC-G,HIGH,165,200,400,,G
MCO,028-25-45.8000N,081-18-32.4000W,ALL/ALL/ALL,17R/35L,10000,150,CONC-G,HIGH,75,210,400,,G
MCO,028-25-45.8000N,081-18-32.4000W,ALL/ALL/ALL,17L/35R,9001,150,CONC-G,HIGH,75,210,420,900,G
2R4,030-38-15.4300N,086-59-37.1500W,ALL/ALL/0700-DUSK,18/36,3701,75,ASPH-G,MED,22,,,,F
SRQ,027-23-43.6000N,082-33-15.8000W,ALL/ALL/ALL,14/32,9500,150,ASPH-F,HIGH,118,196,358,,F
SRQ,027-23-43.6000N,082-33-15.8000W,ALL/ALL/ALL,04/22,5006,150,ASPH-G,HIGH,120,219,404,,F
RSW,026-32-10.1900N,081-45-18.5600W,ALL/ALL/0700-0100,06/24,12000,150,ASPH-F,HIGH,120,250,538,1045,G
TIX,028-30-53.3000N,080-47-57.2000W,ALL/ALL/0700-2100,09/27,5000,100,ASPH-E,MED,50,80,,,F
TIX,028-30-53.3000N,080-47-57.2000W,ALL/ALL/0700-2100,18/36,7319,150,ASPH-F,HIGH,80,110,190,,F
TLH,030-23-48.3200N,084-21-03.1300W,ALL/ALL/ALL,18/36,7000,150,ASPH-P,HIGH,115,170,330,,F
TLH,030-23-48.3200N,084-21-03.1300W,ALL/ALL/ALL,09/27,8000,150,ASPH-G,HIGH,115,170,330,,G
FPR,027-29-50.9000N,080-22-21.5000W,ALL/ALL/0700-2100,10L/28R,4000,75,ASPH-G,MED,15,,,,G
FPR,027-29-50.9000N,080-22-21.5000W,ALL/ALL/0700-2100,14/32,4755,100,ASPH-E,MED,15,,,,G
FPR,027-29-50.9000N,080-22-21.5000W,ALL/ALL/0700-2100,10R/28L,6492,150,ASPH-F,MED,50,110,230,,G
VNC,027-04-16.5600N,082-26-24.1200W,ALL/ALL/0700-1900,13/31,5640,150,ASPH-G,MED,75,108,,,G
VNC,027-04-16.5600N,082-26-24.1200W,ALL/ALL/0700-1900,05/23,5000,150,ASPH-G,MED,75,108,,,G
X60,029-21-16.5800N,082-28-14.0300W,ALL/ALL/0730-1730,14/32,4979,60,ASPH-G,MED,38,,,,F
X60,029-21-16.5800N,082-28-14.0300W,ALL/ALL/0730-1730,18/36,2051,60,TURF-F,,,,,,F
X60,029-21-16.5800N,082-28-14.0300W,ALL/ALL/0730-1730,05/23,6669,100,CONC-G,HIGH,72,95,160,,F
