,Loc Id,ARP Latitude,ARP Longitude,Facility Type,Runway Id,Length,Width,Surface Type Condition,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Schedule
572,AWO,048-09-38.7000N,122-09-32.5000W,AIRPORT,17/35,1800,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
573,BLI,048-47-33.7000N,122-32-15.1000W,AIRPORT,07/25,4961,150,TURF-P,0.0,0.0,0.0,0.0,UNATNDD
574,BFI,047-31-47.9000N,122-18-07.0000W,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
575,DEW,047-58-01.4000N,117-25-42.9100W,AIRPORT,01/19,3666,40,ASPH-G,0.0,0.0,0.0,0.0,NOV-MAR/ALL/0400-2100
576,SFF,047-40-58.5900N,117-19-20.7300W,AIRPORT,08/26,2307,30,DIRT-F,0.0,0.0,0.0,0.0,UNATNDD
577,FHR,048-31-19.1000N,123-01-27.7000W,AIRPORT,11/29,4099,75,ASPH-F,12.0,0.0,0.0,0.0,UNATNDD
578,MWH,047-12-30.9000N,119-19-08.9000W,AIRPORT,16/34,2815,45,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
579,TCM,047-08-15.6400N,122-28-35.3100W,AIRPORT,09/27,600,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
580,S52,048-25-29.8100N,120-08-45.1900W,AIRPORT,17/35,2250,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
581,OLM,046-58-09.8600N,122-54-09.1600W,AIRPORT,18/36,1950,50,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
582,EAT,047-23-55.7000N,120-12-24.6000W,AIRPORT,H2,75,75,CONC,0.0,0.0,0.0,0.0,UNATNDD
583,VUO,045-37-13.6300N,122-39-23.3600W,AIRPORT,H1,45,45,CONC,0.0,0.0,0.0,0.0,UNATNDD
584,PUW,046-44-30.0900N,117-06-41.8300W,AIRPORT,H1,60,60,CONC,0.0,0.0,0.0,0.0,UNATNDD
585,RNT,047-29-35.3000N,122-12-56.7000W,AIRPORT,H1,25,25,CONC,0.0,0.0,0.0,0.0,"ALL/MON, WED & FRI/2100Z-0100Z"
586,BVS,048-28-13.8900N,122-25-18.0800W,AIRPORT,H1,40,40,ASPH-G,0.0,0.0,0.0,0.0,SUMMER/ALL/DALGT
587,PAE,047-54-26.3500N,122-16-55.5400W,AIRPORT,H1,100,100,ASPH-CONC-F,0.0,0.0,0.0,0.0,UNATNDD
588,GEG,047-37-08.5000N,117-32-06.8000W,AIRPORT,09/27,3700,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
589,TIW,047-16-04.6000N,122-34-41.2000W,AIRPORT,07/25,1700,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
590,PSC,046-15-52.8500N,119-07-08.4900W,AIRPORT,02/20,1200,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
591,ALW,046-05-33.1500N,118-17-02.7000W,AIRPORT,08/26,3000,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
592,CLM,048-07-12.7000N,123-29-58.9000W,AIRPORT,14/32,2000,100,TRTD-DIRT,0.0,0.0,0.0,0.0,UNATNDD
593,YKM,046-34-05.4000N,120-32-38.6000W,AIRPORT,H1,90,90,CONC-G,20.0,0.0,0.0,0.0,UNATNDD
594,ATW,044-15-29.1400N,088-31-08.6600W,AIRPORT,17R/35L,8000,198,PEM-F,0.0,0.0,0.0,0.0,UNATNDD
595,SUE,044-50-37.2000N,087-25-17.5000W,AIRPORT,H1,50,50,TURF,0.0,0.0,0.0,0.0,ALL/ALL/SR-SS
596,GRB,044-29-04.6800N,088-07-46.9700W,AIRPORT,09/27,2200,75,DIRT,0.0,0.0,0.0,0.0,ALL/ALL/1400-2230Z++ UTC-5(-4DT)
597,ENW,042-35-45.8300N,087-55-38.3600W,AIRPORT,12/30,3000,40,ASPH-TURF-F,0.0,0.0,0.0,0.0,No Information
598,LSE,043-52-45.3600N,091-15-23.8800W,AIRPORT,18/36,6000,100,CONC-G,70.0,100.0,100.0,0.0,No Information
599,MWC,043-06-37.4000N,088-02-03.9000W,AIRPORT,N/S,2650,150,TURF,0.0,0.0,0.0,0.0,No Information
600,C35,043-31-33.2400N,089-58-59.6000W,AIRPORT,18/36,2800,100,TURF,0.0,0.0,0.0,0.0,No Information
601,Y51,043-34-46.7000N,090-53-51.8000W,AIRPORT,17/35,3924,60,ASPH-G,12.0,0.0,0.0,0.0,No Information
602,MRB,039-24-08.4900N,077-58-58.8000W,AIRPORT,18/36,5000,50,TURF,0.0,0.0,0.0,0.0,No Information
603,I18,038-55-47.2000N,081-49-10.1000W,AIRPORT,11/29,2270,70,TURF-G,0.0,0.0,0.0,0.0,No Information
604,46U,043-10-54.5000N,111-02-18.6000W,AIRPORT,01/19,2500,75,DIRT-G,0.0,0.0,0.0,0.0,No Information
605,CPR,042-54-21.1000N,106-27-49.1000W,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,No Information
606,CYS,041-09-20.3000N,104-48-37.7000W,AIRPORT,01/19,3190,100,TURF-DIRT-F,0.0,0.0,0.0,0.0,No Information
607,EVW,041-16-29.2000N,111-02-04.7000W,AIRPORT,H1,15,15,TURF,0.0,0.0,0.0,0.0,No Information
608,LND,042-48-55.3800N,108-43-42.8300W,AIRPORT,H1,900,250,CONC-TURF,0.0,0.0,0.0,0.0,No Information
609,JAC,043-36-26.4000N,110-44-15.9000W,AIRPORT,H1,54,54,CONC-F,0.0,0.0,0.0,0.0,No Information
610,LAR,041-18-43.4000N,105-40-30.0000W,AIRPORT,18/36,1600,75,CONC,0.0,0.0,0.0,0.0,No Information
611,GCC,044-20-56.0700N,105-32-21.7200W,AIRPORT,17/35,2300,60,TURF,0.0,0.0,0.0,0.0,No Information
612,SHR,044-46-09.1000N,106-58-49.0000W,AIRPORT,12/30,4259,100,ASPH,0.0,0.0,0.0,0.0,No Information
613,SAA,041-26-36.7000N,106-49-39.1000W,AIRPORT,12/30,2600,150,TURF,0.0,0.0,0.0,0.0,No Information
614,GEY,044-31-04.6000N,108-04-58.8000W,AIRPORT,03W/21W,4495,653,WATER,0.0,0.0,0.0,0.0,No Information
615,RKS,041-35-39.2000N,109-03-54.7000W,AIRPORT,H1,70,70,CONC,0.0,0.0,0.0,0.0,No Information
616,COD,044-31-12.7000N,109-01-25.7000W,AIRPORT,13/31,8350,150,ASPH,0.0,0.0,0.0,0.0,No Information
617,CYXX,049-01-31.0000N,122-21-36.0000W,AIRPORT,17/35,5002,75,ASPH-G,12.0,0.0,0.0,0.0,No Information
618,MYAF,024-41-52.5400N,077-47-44.4400W,AIRPORT,H1,35,35,CONC-F,0.0,0.0,0.0,0.0,No Information
619,MYAM,026-30-36.4600N,077-05-06.4200W,AIRPORT,H1,40,40,CONC-TRTD-F,0.0,0.0,0.0,0.0,No Information
620,CYCD,049-03-16.0000N,123-52-12.0000W,AIRPORT,H1,20,20,CONC,0.0,0.0,0.0,0.0,No Information
621,CYYF,049-27-47.0000N,119-36-08.0000W,AIRPORT,12/30,3600,70,TURF,0.0,0.0,0.0,0.0,No Information
622,CYSU,046-26-26.0000N,063-50-01.0000W,AIRPORT,01/19,2200,60,TURF,0.0,0.0,0.0,0.0,No Information
623,CYQT,048-22-19.0000N,089-19-26.0000W,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,No Information
624,CZBB,049-04-27.0000N,123-00-27.0000W,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,No Information
625,CYVR,049-11-41.0000N,123-11-02.0000W,AIRPORT,H1,30,30,CONC,0.0,0.0,0.0,0.0,No Information
626,CYYJ,048-38-53.0100N,123-25-38.7900W,AIRPORT,N/S,2150,100,TURF,0.0,0.0,0.0,0.0,No Information
627,CYXY,060-42-34.0000N,135-04-02.0000W,AIRPORT,H1,45,45,CONC,0.0,0.0,0.0,0.0,No Information
