tail_number,date,aircraft,origin,origin_location,destination,destination_location,departure,arrival,duration
N542LM,10-Oct-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",05:08PM AKDT,05:55PM AKDT,0:47
N542LM,09-Oct-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:23PM AKDT,08:13PM AKDT,0:49
N542LM,09-Oct-2022,LJ35,Allen Aaf (BIG / PABI),"Allen Aaf (Delta Junction Ft Greely, AK) - BIG / PABI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:50PM AKDT,05:28PM AKDT,0:38
N542LM,09-Oct-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Allen Aaf (BIG / PABI),"Allen Aaf (Delta Junction Ft Greely, AK) - BIG / PABI",03:45PM AKDT,04:15PM AKDT (?),0:30
N542LM,08-Oct-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:40AM AKDT,02:20AM AKDT,0:40
N542LM,07-Oct-2022,LJ35,Ugnu-Kuparuk (UBW / PAKU),"Ugnu-Kuparuk (Kuparuk, AK) - UBW / PAKU",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:43PM AKDT,12:17AM AKDT (+1),1:34
N542LM,07-Oct-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Ugnu-Kuparuk (UBW / PAKU),"Ugnu-Kuparuk (Kuparuk, AK) - UBW / PAKU",08:55PM AKDT,09:58PM AKDT,1:03
N542LM,07-Oct-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:15PM AKDT,07:52PM AKDT,0:36
N542LM,07-Oct-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:19PM AKDT,05:03PM AKDT,0:44
N542LM,05-Oct-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:17PM AKDT,03:56PM AKDT,0:38
N542LM,05-Oct-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",01:07PM AKDT,01:49PM AKDT (?),0:42
N542LM,05-Oct-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",12:58PM AKDT,01:56PM AKDT,0:57
N542LM,05-Oct-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",10:42AM AKDT,11:57AM AKDT,1:15
N542LM,05-Oct-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:36AM PDT,05:53AM AKDT,3:17
N542LM,04-Oct-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",09:24PM AKDT,01:45AM PDT (+1),3:21
N542LM,02-Oct-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:58PM AKDT,04:35PM AKDT,0:37
N542LM,02-Oct-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",08:44AM PDT,10:53AM AKDT,3:08
N542LM,01-Oct-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",04:03PM AKDT,08:03PM PDT,3:00
N542LM,01-Oct-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:06AM AKDT,11:01AM AKDT,0:55
N542LM,01-Oct-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",08:15AM AKDT,09:12AM AKDT,0:56
N542LM,01-Oct-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:43AM PDT,06:52AM AKDT,3:08
N542LM,30-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",10:25PM AKDT,02:40AM PDT (+1),3:14
N542LM,30-Sep-2022,LJ35,Kodiak (PADQ),"Kodiak (Kodiak, AK) - PADQ",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",03:21PM AKDT,04:07PM AKDT,0:46
N542LM,30-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kodiak (PADQ),"Kodiak (Kodiak, AK) - PADQ",01:24PM AKDT,02:08PM AKDT,0:43
N542LM,29-Sep-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",08:30PM PDT,10:59PM AKDT,n/a
N542LM,29-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",01:55AM AKDT,05:59AM PDT,3:03
N542LM,28-Sep-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:45PM AKDT,10:44PM AKDT,0:58
N542LM,28-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",07:42PM AKDT,08:40PM AKDT,0:58
N542LM,28-Sep-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:40AM AKDT,11:38AM AKDT,0:58
N542LM,28-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",08:47AM AKDT,09:43AM AKDT,0:55
N542LM,28-Sep-2022,LJ35,Nome (OME / PAOM),"Nome (Nome, AK) - OME / PAOM",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",01:51AM AKDT,03:01AM AKDT,1:10
N542LM,27-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Nome (OME / PAOM),"Nome (Nome, AK) - OME / PAOM",11:18PM AKDT,12:34AM AKDT (+1),1:15
N542LM,27-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:31PM AKDT,10:13PM AKDT,0:41
N542LM,27-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",04:07PM AKDT,04:56PM AKDT,0:48
N542LM,27-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",01:40PM AKDT,02:19PM AKDT,0:38
N542LM,27-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:35AM AKDT,08:18AM AKDT,0:42
N542LM,27-Sep-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:51AM AKDT,05:46AM AKDT,0:55
N542LM,27-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",02:17AM AKDT,03:35AM AKDT,1:18
N542LM,26-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",09:05PM AKDT,09:47PM AKDT,0:41
N542LM,26-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",06:56PM AKDT,07:40PM AKDT,0:43
N542LM,25-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",04:10AM AKDT,04:48AM AKDT,0:37
N542LM,25-Sep-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",01:31AM AKDT,02:29AM AKDT,0:57
N542LM,24-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",10:49PM AKDT,12:02AM AKDT (+1),1:13
N542LM,24-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",09:27PM AKDT,10:06PM AKDT,0:38
N542LM,24-Sep-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",06:49PM AKDT,07:48PM AKDT,0:58
N542LM,24-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",04:49PM AKDT,05:45PM AKDT,0:56
N542LM,24-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",02:37PM AKDT,03:17PM AKDT,0:40
N542LM,24-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",12:47PM AKDT,01:25PM AKDT,0:38
N542LM,24-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:32AM AKDT,11:15AM AKDT,0:43
N542LM,23-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:21PM AKDT,11:59PM AKDT,0:38
N542LM,23-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:46PM AKDT,10:31PM AKDT,0:44
N542LM,23-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:34PM AKDT,02:42PM AKDT (?),0:07
N542LM,23-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:53AM AKDT,12:04PM AKDT (?),0:10
N542LM,23-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:07AM AKDT,10:46AM AKDT,0:38
N542LM,23-Sep-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",06:38AM PDT,09:06AM AKDT,3:28
N542LM,23-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",01:26AM AKDT,05:10AM PDT,2:43
N542LM,22-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:44PM AKDT,11:28PM AKDT,0:43
N542LM,22-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",09:42PM AKDT,10:19PM AKDT,0:37
N542LM,22-Sep-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",07:40PM AKDT,08:37PM AKDT,0:56
N542LM,22-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",04:52PM AKDT,06:09PM AKDT,1:17
N542LM,21-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:49PM AKDT,11:29PM AKDT,0:40
N542LM,21-Sep-2022,LJ35,Iliamna (ILI / PAIL),"Iliamna (Iliamna, AK) - ILI / PAIL",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:34PM AKDT,10:06PM AKDT,0:32
N542LM,21-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Iliamna (ILI / PAIL),"Iliamna (Iliamna, AK) - ILI / PAIL",07:43PM AKDT,08:49PM AKDT,1:05
N542LM,20-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:42PM AKDT,02:23PM AKDT,0:41
N542LM,19-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",05:50PM AKDT,06:51PM AKDT,1:01
N542LM,19-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Soldotna (SXQ / PASX),"Soldotna (Soldotna, AK) - SXQ / PASX",05:50PM AKDT,,Diverted
N542LM,19-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",03:13PM AKDT,04:00PM AKDT,0:46
N542LM,19-Sep-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",09:10AM PDT,11:48AM AKDT,3:37
N542LM,19-Sep-2022,LJ35,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",12:27AM AKDT,04:23AM PDT,2:55
N542LM,18-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",09:44PM AKDT,10:39PM AKDT,0:54
N542LM,18-Sep-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",06:49AM PDT,10:02AM AKDT,4:13
N542LM,18-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",01:19AM AKDT,05:17AM PDT,2:57
N542LM,17-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:48AM AKDT,02:25AM AKDT,0:37
N542LM,16-Sep-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:42PM PDT,01:10AM AKDT (+1),3:28
N542LM,16-Sep-2022,LJ35,Salt Lake City Intl (KSLC),"Salt Lake City Intl (Salt Lake City, UT) - KSLC",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",09:26PM MDT,10:04PM PDT,1:37
N542LM,16-Sep-2022,LJ35,Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",Salt Lake City Intl (KSLC),"Salt Lake City Intl (Salt Lake City, UT) - KSLC",02:43AM AKDT,07:57AM MDT,3:14
N542LM,16-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",12:09AM AKDT,01:29AM AKDT,1:19
N542LM,15-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:55PM AKDT,10:36PM AKDT,0:40
N542LM,14-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:33AM AKDT,03:13AM AKDT,0:39
N542LM,14-Sep-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",12:10AM AKDT,12:51AM AKDT,0:40
N542LM,13-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:52PM AKDT,08:34PM AKDT,0:42
N542LM,13-Sep-2022,LJ35,Lake Hood (LHD / PALH),"Lake Hood (Anchorage, AK) - LHD / PALH",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",05:22PM AKDT,06:31PM AKDT,1:09
N542LM,12-Sep-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",07:49PM PDT,09:59PM AKDT,3:10
N542LM,12-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",01:25PM AKDT,05:26PM PDT,3:00
N542LM,10-Sep-2022,LJ35,Ugnu-Kuparuk (UBW / PAKU),"Ugnu-Kuparuk (Kuparuk, AK) - UBW / PAKU",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",02:17PM AKDT,03:43PM AKDT,1:26
N542LM,10-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Ugnu-Kuparuk (UBW / PAKU),"Ugnu-Kuparuk (Kuparuk, AK) - UBW / PAKU",12:09PM AKDT,01:36PM AKDT,1:26
N542LM,06-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",02:46PM AKDT,03:35PM AKDT,0:49
N542LM,06-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",02:46PM AKDT,,Diverted
N542LM,05-Sep-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:49PM AKDT,05:43PM AKDT,0:54
N542LM,05-Sep-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",03:31PM AKDT,03:45PM AKDT,0:14
N542LM,01-Sep-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",08:16AM AKDT,09:14AM AKDT,0:57
N542LM,30-Aug-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",02:16PM AKDT,03:10PM AKDT,0:54
N542LM,30-Aug-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",12:18PM AKDT,01:19PM AKDT,1:00
N542LM,25-Aug-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",11:49AM AKDT,01:24PM AKDT,1:35
N542LM,25-Aug-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",11:49AM AKDT,,Diverted
N542LM,15-Aug-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",12:32PM AKDT,01:27PM AKDT,0:54
N542LM,15-Aug-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",10:27AM AKDT,11:29AM AKDT,1:02
N542LM,14-Aug-2022,LJ35,Bellingham Intl (KBLI),"Bellingham Intl (Bellingham, WA) - KBLI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:22PM PDT,12:22AM AKDT (+1),2:59
N542LM,14-Aug-2022,LJ35,Ketchikan Intl (KTN / PAKT),"Ketchikan Intl (Ketchikan, AK) - KTN / PAKT",Bellingham Intl (KBLI),"Bellingham Intl (Bellingham, WA) - KBLI",08:02AM AKDT,10:31AM PDT,1:29
N542LM,14-Aug-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Ketchikan Intl (KTN / PAKT),"Ketchikan Intl (Ketchikan, AK) - KTN / PAKT",03:39AM AKDT,05:29AM AKDT,1:49
N542LM,13-Aug-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",07:12PM AKDT,08:08PM AKDT,0:55
N542LM,13-Aug-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",05:25PM AKDT,06:19PM AKDT,0:53
N542LM,04-Aug-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",02:50PM AKDT,04:29PM AKDT,1:39
N542LM,25-Jul-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:51AM AKDT,10:40AM AKDT,0:48
N542LM,18-Jul-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:23AM AKDT,10:46AM AKDT (?),0:22
N542LM,18-Jul-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",09:35AM AKDT,10:22AM AKDT,0:46
N542LM,18-Jul-2022,LJ35,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",07:08AM AKDT,07:58AM AKDT,0:49
N542LM,18-Jul-2022,LJ35,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",04:28AM AKDT,05:44AM AKDT,1:16
N542LM,17-Jul-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",08:36PM AKDT,09:14PM AKDT,0:38
N542LM,17-Jul-2022,LJ35,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",05:26PM PDT,07:51PM AKDT,3:24
N542LM,17-Jul-2022,LJ35,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",10:48AM AKDT,02:55PM PDT,3:06
